ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D
475ED601EB,서울 성동구 마장로 280.,지에************,커피전문점10,서울 성동구,커피전문점,,20130905,
58ABFB3565,서울 성동구 마장로 283.,김밥**,분식4,서울 성동구,분식,,20081226,
CC80B4E678,서울 성동구 마장로 283.,하은***,,서울 성동구,분식,,20101026,
8884E46F9D,서울 성동구 마장로 284.,대성*,,서울 성동구,중식당,,20130628,
CF178591B8,서울 성동구 마장로 285.,조개****,,서울 성동구,한식-찌개/전골,,20070601,
B170208380,서울 성동구 마장로 299.,피자******,피자8,서울 성동구,피자,,20130611,
6C51945707,서울 성동구 마장로 327.,군산**,,서울 성동구,백반/가정식,,20160802,
2BB4EF9F37,서울 성동구 마장로 328.,별바*,,서울 성동구,일식당,,20031001,
BE7D01F20E,서울 성동구 마조로 15-2,구이**,,서울 성동구,한식-육류/고기,한양대,20061030,
48731DE9B9,서울 성동구 마조로 17 .,우리******,,서울 성동구,치킨,한양대,20120201,20250707
51DB10788F,서울 성동구 마조로 35 .,버거*,,서울 성동구,햄버거,한양대,20160901,
8580604818,서울 성동구 마조로3길 6,알촌*****,분식13,서울 성동구,분식,한양대,20150227,
7E6F88E6D1,서울 성동구 마조로3길 8,이모****,,서울 성동구,한식-단품요리일반,한양대,20050831,
56B02A07FC,서울 성동구 마조로5길 3,황소**,,서울 성동구,한식-육류/고기,한양대,20010129,
C74C8A6CB8,서울 성동구 마조로5길 5,청년*************,,서울 성동구,한식-단품요리일반,한양대,20100330,
1E4D38A262,서울 성동구 마조로5길 7,김종******,,서울 성동구,치킨,한양대,20081128,
3B5C32604B,서울 성동구 마조로7길 6,싱싱*****,한식-해물/생선5,서울 성동구,한식-해물/생선,한양대,20080417,
D511E3D8B1,서울 성동구 무수막길 3.,참나******,,서울 성동구,한식-육류/고기,금남시장,20010905,
6D023B142B,서울 성동구 무수막길 94,착한******,,서울 성동구,축산물,신금호,20150612,
6402B38CAE,서울 성동구 무수막길 95,우리**,,서울 성동구,축산물,신금호,20070420,
45653EE08D,서울 성동구 무학로 10-1,케이****,,서울 성동구,베이커리,,20200925,
F5B18447D1,서울 성동구 무학로6길 5,고향**,,서울 성동구,백반/가정식,,20081208,
6F2F34ACCC,서울 성동구 무학봉길 83,여수****,,서울 성동구,한식-단품요리일반,왕십리,20011024,
ECD810DC58,서울 성동구 무학봉길 88,토상**,,서울 성동구,일식당,왕십리,20000925,
E73D1C3E58,서울 성동구 사근동8길 8,다시***,,서울 성동구,치킨,한양대,20100316,
19AB11C6B4,서울 성동구 사근동길 4.,피자*******,피자10,서울 성동구,피자,한양대,20170628,
97FAE8D665,서울 성동구 사근동길 4.,우리**,,서울 성동구,한식-육류/고기,한양대,20091204,
1184FDF48F,서울 성동구 사근동길 55,사*,,서울 성동구,축산물,한양대,20061002,
2F5708B372,서울 성동구 사근동길 58,우리**,,서울 성동구,식료품,한양대,20060102,
5106B234F1,서울 성동구 사근동길 6.,투고***,백반/가정식22,서울 성동구,백반/가정식,한양대,20160504,
2BBA95E499,서울 성동구 살곶이길 40,고깃****,,서울 성동구,한식-육류/고기,마장동,20140612,
9EE29A7918,서울 성동구 상원12길 12,강북**,,서울 성동구,수산물,뚝섬,20140225,
3593B2D487,서울 성동구 상원1길 13.,스테************,,서울 성동구,카페,뚝섬,20230126,
5B875E9A9E,서울 성동구 상원1길 26.,대성**,,서울 성동구,한식-육류/고기,뚝섬,20240207,
20A41DB343,서울 성동구 상원1길 33.,야끼****,,서울 성동구,일식당,뚝섬,20190531,
AA062AE1FC,서울 성동구 상원6길 6-1,호타*,,서울 성동구,일식-덮밥/돈가스,뚝섬,20100517,
561E2A96EF,서울 성동구 성덕정길 25,영구********,피자5,서울 성동구,피자,,20010723,
A54A81ABB2,서울 성동구 성덕정길 37,얼큰****,,서울 성동구,한식-냉면,성수,20060612,
F43CAD08EC,서울 성동구 성덕정길 46,백두**,한식-단품요리일반6,서울 성동구,한식-단품요리일반,성수,20031009,
F0892BD2A8,서울 성동구 성덕정길 75,옛날*****,,서울 성동구,한식-단품요리일반,성수,20101209,
426E9843AA,서울 성동구 성덕정길 78,피자****,피자8,서울 성동구,피자,성수,20060906,
90B44E35DE,서울 성동구 성덕정길 90,싱싱**,,서울 성동구,한식-해물/생선,성수,20050928,
8960400ECA,서울 성동구 성덕정길 91,떡마*,,서울 성동구,베이커리,성수,20070712,
1112ACEF8D,서울 성동구 성덕정길 99,신화***,,서울 성동구,건강원,성수,20030716,
5F35F67E3F,서울 성동구 성수일로 59,장흥**,,서울 성동구,백반/가정식,뚝섬,20081009,
6A690D39D5,서울 성동구 아차산로 87,삼천*,,서울 성동구,한식-해물/생선,성수,20000609,
C83F9C3B91,서울 성동구 아차산로 87,다도**,,서울 성동구,한식-단품요리일반,성수,20000318,
0B20C4C788,서울 성동구 아차산로 93,펀비**,치킨36,서울 성동구,치킨,성수,20061211,
77F053DC44,서울 성동구 아차산로 96,행*,,서울 성동구,호프/맥주,성수,20011012,
D3E9691832,서울 성동구 연무장길 17,외가*,,서울 성동구,한식-육류/고기,성수,20030711,
170B8F1903,서울 성동구 왕십리로 78,승리*,,서울 성동구,중식당,뚝섬,20160830,
7DF4881E0F,서울 성동구 용답19길 5.,조개****,,서울 성동구,한식-해물/생선,답십리,20080701,
D6F7A9FA64,서울 성동구 용답19길 9.,애솔*****,,서울 성동구,한식-육류/고기,답십리,20000727,
8BB9732BBC,서울 성동구 용답29길 13,한길**,,서울 성동구,식료품,답십리,20090417,
242ECF834A,서울 성동구 용답동 14-2,동수******,,서울 성동구,한식-육류/고기,답십리,20161213,
937948A121,서울 성동구 용답동 47-1,소문*******,,서울 성동구,백반/가정식,답십리,20131209,
DA72A54F82,서울 성동구 장터길 25-1,명가****,,서울 성동구,분식,금남시장,20130212,
A61BA685E8,서울 성동구 장터길 38-1,박재*****,,서울 성동구,한식-해물/생선,금남시장,20050708,
8985D82F2F,서울 성동구 장터길 39-1,경북**,,서울 성동구,미곡상,금남시장,19990806,
E12C68864A,서울 성동구 장터길 43-3,짱구*****,,서울 성동구,한식-국밥/설렁탕,금남시장,20100618,
F147CC2C63,서울 성동구 한림말길 17,옥수*****,,서울 성동구,백반/가정식,옥수,20150724,
5AE55ECD0E,서울 성동구 행당동 17-7,카페********,아이스크림/빙수6,서울 성동구,아이스크림/빙수,한양대,20130329,
3BB8C1A3AD,서울 성동구 행당로 109.,행당**,한식-육류/고기31,서울 성동구,한식-육류/고기,행당,20140806,
8234005757,서울 성동구 행당로 129.,폰아*************,,서울 성동구,담배,왕십리,20150121,
107D13BB20,서울 성동구 행당로 129.,곽선****,,서울 성동구,분식,왕십리,20220808,
DAD6A93B87,서울 성동구 행당로 129.,봉구************,햄버거3,서울 성동구,햄버거,왕십리,20131031,
382A324F7A,서울 성동구 행당로 87 .,낙원**,,서울 성동구,떡/한과 제조,행당,20160516,
0E33FFCD65,서울 성동구 행당로 89 .,이영******,,서울 성동구,분식,행당,20210617,
103335BDCE,서울  성동구  마조로  17,원조****,,서울 성동구,한식-냉면,한양대,20120417,
58B096EF00,서울  성동구  마조로  55,신선***,,서울 성동구,축산물,,20120405,
C45BC175C8,서울  성동구  매봉길  12,이디***,커피전문점6,서울 성동구,커피전문점,옥수,20120808,
B7A05D56C7,서울  성동구  상원길  49,뚝섬**,,서울 성동구,한식-육류/고기,뚝섬,20120522,
424AAC4582,서울  성동구  상원길  64,한우***,,서울 성동구,축산물,뚝섬,20120514,
6F97F23CDB,서울  성동구  성수1가1동,한*,,서울 성동구,양식,성수,20020425,
314D411B19,서울  성동구  성수1가1동,비어**,,서울 성동구,치킨,성수,20030507,
BBE10BA891,서울  성동구  성수1가1동,초원**,,서울 성동구,백반/가정식,,20071120,
C9EC8F7695,서울  성동구  성수1가1동,장원**,,서울 성동구,백반/가정식,성수,20090304,
B2A570260C,서울  성동구  성수1가2동,청록***,,서울 성동구,식품 제조,뚝섬,19981111,
00BC189C4B,서울  성동구  성수1가2동,땅끝******,,서울 성동구,한식-해물/생선,뚝섬,20030221,
A7CC40BE1E,서울  성동구  성수1가2동,죽변*,,서울 성동구,한식-해물/생선,뚝섬,20040715,
811AC91E1F,서울  성동구  성수2가1동,김밥**,,서울 성동구,분식,성수,20080220,
B3116E5135,서울  성동구  성수2가1동,장미***,,서울 성동구,치킨,성수,20100305,
E5E8F3F456,서울  성동구  성수2가1동,뚝섬***,,서울 성동구,건강원,성수,20040823,
91988A5415,서울  성동구  성수2가1동,파리***,베이커리10,서울 성동구,베이커리,성수,20011217,
87EDAB1CB3,서울  성동구  성수2가1동,머니**,,서울 성동구,호프/맥주,성수,20000705,
B3517137A0,서울  성동구  성수2가1동,명원***,,서울 성동구,한식-육류/고기,,20100506,
995EDF27A3,서울  성동구  성수2가3동,파리*********,베이커리10,서울 성동구,베이커리,성수,20030624,
8219FA9E99,서울  성동구  성수2가3동,동맛******,,서울 성동구,한식-국수/만두,성수,20071220,
A117CDA53E,서울  성동구  성수2가3동,옛골***,,서울 성동구,한식-단품요리일반,성수,19900228,
0B4FFAC06D,서울  성동구  장터5길  1,금호**,,서울 성동구,한식-육류/고기,금남시장,20120531,
14FE0A442F,서울  성동구  하왕십리동,엘림****,,서울 성동구,떡/한과 제조,,20090224,
C76DAFE8C1,서울  성동구  행당로  98,더리*,,서울 성동구,카페,행당,20120720,
F7C857EF14,서울 성동구 고산자로 263,거창**,,서울 성동구,한식-육류/고기,왕십리,20020531,
EAC2034A91,서울 성동구 고산자로 287,왕십******,,서울 성동구,한식-육류/고기,왕십리,20100901,
AA315D04DD,서울 성동구 고산자로 344,서울**,,서울 성동구,식료품,마장동,20030807,
4080EC9ECB,서울 성동구 고산자로 346,미성****,,서울 성동구,한식-육류/고기,마장동,20021008,
B977CB2FBC,서울 성동구 광나루로 287,싸리*,,서울 성동구,한식-육류/고기,,20021227,
88714937FD,서울 성동구 광나루로 289,닭한*****,,서울 성동구,한식-국수/만두,,20010726,
D7B0E38FA8,서울 성동구 광나루로 290,진지****,한식-육류/고기24,서울 성동구,한식-육류/고기,,20070627,
9070B8640F,서울 성동구 광나루로 290,완산***,한식-국밥/설렁탕8,서울 성동구,한식-국밥/설렁탕,,20080226,
F1039455F0,서울 성동구 금호로 127 .,목포**,,서울 성동구,한식-육류/고기,신금호,20160622,
870775BC01,서울 성동구 금호로 127 .,육장*******,한식-육류/고기20,서울 성동구,한식-육류/고기,신금호,20160707,
68B6CAE65F,서울 성동구 금호로 62-1.,더 **,,서울 성동구,식료품,금남시장,20180801,
A149A462C3,서울 성동구 금호로 62-1.,요거**********,,서울 성동구,아이스크림/빙수,금남시장,20240426,
DC17B81D3E,서울 성동구 금호로11길 1,튜니**,,서울 성동구,호프/맥주,신금호,20110131,
BA01E62E84,서울 성동구 금호로11길 4,해물**,,서울 성동구,한식-해물/생선,신금호,20090918,20250117
31DE46AC2D,서울 성동구 금호산2길 19,맛있*****,,서울 성동구,떡/한과 제조,금남시장,20111010,
F717FD0621,서울 성동구 금호산2길 5.,유쾌**,,서울 성동구,포장마차,금남시장,20150313,
C8E1C54769,서울 성동구 금호산길 55.,막퍼*******,,서울 성동구,한식-국수/만두,신금호,20151221,
F6F4BCEF5D,서울 성동구 금호산길 56.,코끼******,,서울 성동구,한식-냉면,신금호,20140327,
F2A06B9694,서울 성동구 금호산길 64.,이디*************,커피전문점6,서울 성동구,커피전문점,신금호,20140603,
F7AD65B492,서울 성동구 금호산길 65.,파리*********,베이커리10,서울 성동구,베이커리,신금호,20150203,
0B5B2332CF,서울 성동구 금호산길 67.,남원***,한식-해물/생선2,서울 성동구,한식-해물/생선,신금호,20130605,
E47826B7B5,서울 성동구 독서당로 287,페리****,치킨37,서울 성동구,치킨,금남시장,20080124,
6ED0C81CE7,서울 성동구 독서당로 326,비비**********,치킨2,서울 성동구,치킨,금남시장,20111101,
90A718A704,서울 성동구 독서당로 384,파리********,베이커리10,서울 성동구,베이커리,,20100129,
C04BD1DD58,서울 성동구 동일로 123 .,이디*********,,서울 성동구,식료품,,20160721,
2D0E5434C1,서울 성동구 동일로 143 .,명동*******,한식-국수/만두7,서울 성동구,한식-국수/만두,,20200803,
69506949A8,서울 성동구 동일로 143 .,본가*********,,서울 성동구,한식-육류/고기,,20160315,
3EC80135EF,서울 성동구 동일로 75-33,마포****,,서울 성동구,한식-육류/고기,,20010723,
A690F78364,서울 성동구 동호로 104 .,용남***,,서울 성동구,수산물,금남시장,20160127,
5C14F5FBA3,서울 성동구 뚝섬로 327 .,도미********,피자2,서울 성동구,피자,,20140410,
D395BA1A40,서울 성동구 뚝섬로 341-8,10**,,서울 성동구,일식당,성수,20100607,
A256E0BDFC,서울 성동구 뚝섬로 401-2,칠성**,,서울 성동구,한식-육류/고기,성수,20020404,
098A971F35,서울 성동구 뚝섬로 408-7,생태***,,서울 성동구,한식-해물/생선,성수,20090220,
C8DB619114,서울 성동구 뚝섬로3길 9.,고흥*,,서울 성동구,백반/가정식,성수,20141202,
05354D332D,서울 성동구 마장로 220-5,정원**,,서울 성동구,한식-단품요리일반,왕십리,20010727,
E45CC78273,서울 성동구 마장로 230-1,시온**,,서울 성동구,식료품,왕십리,20100107,
B0FAF5B316,서울 성동구 마장로 296 .,달무*,,서울 성동구,떡/한과 제조,,20191108,
0B2BB3D26D,서울 성동구 마장로 309 .,70*****,,서울 성동구,룸살롱/단란주점,,20170116,
6D320602C6,서울 성동구 마장로27길 2,삼겹****,,서울 성동구,한식-육류/고기,왕십리,20110221,
BFA11D536A,서울 성동구 마장로27길 6,풀코*,,서울 성동구,호프/맥주,,20040420,
6E3F359ACF,서울 성동구 마장로42길 2,마장*,,서울 성동구,백반/가정식,,20040513,
AF2688FD34,서울 성동구 마조로 15-10,장모**,한식-육류/고기22,서울 성동구,한식-육류/고기,한양대,20061121,
F8A9873648,서울 성동구 마조로 15-2.,돈쫄******,,서울 성동구,일식-덮밥/돈가스,한양대,20170221,
8532370698,서울 성동구 마조로 15-3.,싸구**,,서울 성동구,포장마차,한양대,20160610,
0BD65CD437,서울 성동구 마조로 15-6.,블랙****,,서울 성동구,호프/맥주,한양대,20161122,
F293AC18EB,서울 성동구 마조로 15-6.,짱*,,서울 성동구,한식-육류/고기,한양대,20040915,
95EBE36D82,서울 성동구 마조로 19-10,한양***,,서울 성동구,식품 제조,한양대,20060202,
F88A12BCAB,서울 성동구 마조로19길 7,한우**,,서울 성동구,한식-육류/고기,,20241112,
80012F987D,서울 성동구 마조로1길 2.,타로*******,,서울 성동구,카페,한양대,20090608,
E8BDFFAD07,서울 성동구 마조로1길 2.,도스**,기타세계요리1,서울 성동구,기타세계요리,한양대,20140220,
98C1A0A96B,서울 성동구 마조로1길 2.,행*,,서울 성동구,일식-덮밥/돈가스,한양대,20140205,
582577A831,서울 성동구 마조로1길 4.,나그***,,서울 성동구,요리주점,한양대,20080414,
79423CC5CA,서울 성동구 마조로1길 4.,토속***,,서울 성동구,한식-단품요리일반,한양대,20080828,
